id,name,full_name,stargazers_count
67796510,superv.async,replikativ/superv.async,171
36232400,rust-jwt,mikkyang/rust-jwt,172
86171454,phone-tracker,fooock/phone-tracker,172
136453805,utils.js,Tinkoff/utils.js,174
28493652,GoVector,DistributedClocks/GoVector,175
4017184,Lunicode.js,combatwombat/Lunicode.js,175
45543060,awesome-tinkerpop,mohataher/awesome-tinkerpop,175
120752757,gosh,xjh22222228/gosh,175
45946413,USBMIDI,BlokasLabs/USBMIDI,176
19022869,circuit_breaker,klarna/circuit_breaker,176
62138107,djvujs,RussCoder/djvujs,176
167842998,Beelan-LoRaWAN,ElectronicCats/Beelan-LoRaWAN,177
17578395,dijon,jvican/dijon,180
2099247,Breakout,soundanalogous/Breakout,180
14879092,gibs-web-examples,nasa-gibs/gibs-web-examples,183
2496845,ELF-Hook,shoumikhin/ELF-Hook,185
100141076,spotify-dart,rinukkusu/spotify-dart,185
103292387,telegram,visciang/telegram,185
189098331,eth-scan,MyCryptoHQ/eth-scan,186
197808722,thanos,aternosorg/thanos,186
600766,urlobject,zacharyvoase/urlobject,188
100869457,cpmpy,CPMpy/cpmpy,188
153582596,ft8_lib,kgoba/ft8_lib,190
96894149,oopt-gnpy,Telecominfraproject/oopt-gnpy,191
147809494,wui,gonutz/wui,191
134163931,Anko-Core,czh235285/Anko-Core,191
76778684,ArduinoOPL2,DhrBaksteen/ArduinoOPL2,192
75247448,weighted,smallnest/weighted,193
178717230,Namotion.Reflection,RicoSuter/Namotion.Reflection,193
185576294,perfmark,perfmark/perfmark,194
5491859,Pray-Times,abodehq/Pray-Times,194
64137253,pysnow,rbw/pysnow,198
16156436,Diff,wmde/Diff,198
129950372,iov-core,iov-one/iov-core,199
21757420,awesome-all,bradoyler/awesome-all,201
44129564,svgren,cppfw/svgren,202
64483558,go-wkhtmltopdf,adrg/go-wkhtmltopdf,202
12645366,BinPy,BinPy/BinPy,203
49098442,consoleui,awegmann/consoleui,203
150956888,CodeEditor,ahmadaghazadeh/CodeEditor,203
2499324,hadoop-pcap,RIPE-NCC/hadoop-pcap,204
141955337,libsm,citahub/libsm,209
163830439,browser-interaction-time,atlassian/browser-interaction-time,211
14148981,ogr2ogr,wavded/ogr2ogr,212
10948270,niui,radogado/niui,212
91465233,truly-ui,TemainfoSoftware/truly-ui,212
77658537,GraphRicciCurvature,saibalmars/GraphRicciCurvature,213
50698680,JPEGDecoder,Bodmer/JPEGDecoder,214
63439625,ChipLayout,AmaldevTA/ChipLayout,216
12878781,MegaApiClient,gpailler/MegaApiClient,218
93125609,yansi,SergioBenitez/yansi,219
93215849,apkfile,CalebFenton/apkfile,221
29608021,Heroes.ReplayParser,barrett777/Heroes.ReplayParser,221
148914247,dom-testing-library-with-anything,kentcdodds/dom-testing-library-with-anything,222
159705933,displaceable,dinohamzic/displaceable,222
144169125,ionic-4-components,fivethree-team/ionic-4-components,224
164736891,react-messenger,sejr/react-messenger,226
189410372,not-enough-standards,Alairion/not-enough-standards,226
174027008,regipy,mkorman90/regipy,227
94307409,oxyplot-avalonia,oxyplot/oxyplot-avalonia,228
83829483,easytable,vandeseer/easytable,230
49303324,conventions,graphql-dotnet/conventions,232
8163746,python-stix,STIXProject/python-stix,236
11645439,vtm,opensciencemap/vtm,237
2122194,couchbase-python-client,couchbase/couchbase-python-client,238
155567542,dissect.cstruct_legacy,fox-it/dissect.cstruct_legacy,239
196728321,ShapeCrawler,ShapeCrawler/ShapeCrawler,240
2201973,attachments,jchristopher/attachments,240
14847006,ropevim,python-rope/ropevim,244
156218971,pyms,python-microservices/pyms,248
764949,scala-stm,nbronson/scala-stm,248
210812863,AprilTools,thegoodhen/AprilTools,249
169059797,minet,medialab/minet,250
46509832,SteamWebAPI2,babelshift/SteamWebAPI2,251
3125315,Game,pacampbell/Game,252
