repo_id,commits,interval
93436306,7,26
93436306,32,23
93436306,1,77
93436306,6,62
93436306,8,60
93436306,1,59
93436306,6,33
93436306,2,30
93436306,3,28
93436306,1,44
93436306,12,35
93436306,13,29
93436306,21,24
61714066,5,120
61714066,1,100
61714066,7,76
61714066,4,28
61714066,12,-15
61714066,36,-25
61714066,4,38
61714066,1,23
61714066,10,6
61714066,5,3
61714066,9,-8
61714066,7,-9
61714066,5,-22
61714066,1,-26
61714066,8,59
61714066,9,29
61714066,5,17
61714066,4,-24
61714066,4,43
61714066,5,11
61714066,2,-12
61714066,4,-14
61714066,4,-20
61714066,23,-23
145074684,2,135
145074684,3,119
145074684,3,109
145074684,2,102
145074684,4,95
145074684,1,138
145074684,8,100
145074684,1,153
145074684,1,144
145074684,1,117
145074684,1,97
145074684,2,155
145074684,2,136
145074684,1,131
145074684,3,108
145074684,2,106
145074684,2,99
145074684,4,94
145074684,6,93
145074684,1,92
30419413,1,-7
30419413,3,32
30419413,21,12
30419413,14,2
30419413,8,-22
30419413,3,82
30419413,3,62
30419413,6,9
30419413,20,7
30419413,4,-47
30419413,4,147
30419413,5,125
30419413,3,115
30419413,9,6
30419413,1,151
30419413,5,76
30419413,2,16
30419413,6,-4
30419413,2,-54
30419413,1,108
30419413,4,44
30419413,11,25
30419413,13,-25
30419413,7,-12
30419413,3,-18
30419413,1,43
30419413,6,-10
30419413,1,148
30419413,12,142
30419413,4,133
30419413,4,97
30419413,2,145
30419413,2,118
30419413,1,70
30419413,8,45
30419413,2,14
30419413,1,-52
30419413,10,107
30419413,1,46
30419413,7,37
30419413,3,39
30419413,8,-48
30419413,7,93
30419413,2,50
30419413,10,-1
30419413,7,-43
30419413,2,42
30419413,3,24
30419413,1,18
30419413,5,-14
30419413,1,-30
30419413,4,-42
30419413,12,-44
30419413,1,139
30419413,11,130
30419413,2,27
30419413,8,4
30419413,3,98
30419413,2,84
30419413,7,-6
30419413,16,3
30419413,15,8
30419413,3,11
30419413,1,-17
30419413,5,113
30419413,1,127
30419413,5,73
30419413,3,54
30419413,1,79
30419413,17,-46
30419413,3,149
30419413,5,132
30419413,4,-24
30419413,1,-27
30419413,16,40
30419413,6,-5
30419413,1,-16
30419413,8,116
30419413,3,89
30419413,9,67
30419413,6,58
30419413,13,129
30419413,5,61
30419413,17,15
30419413,3,0
30419413,6,-9
30419413,13,-21
30419413,4,146
30419413,8,75
30419413,8,41
30419413,16,13
30419413,1,-33
30419413,3,138
30419413,1,114
30419413,1,57
30419413,3,26
30419413,8,-36
30419413,7,-41
30419413,3,-28
30419413,4,-34
30419413,1,140
30419413,2,83
30419413,2,78
30419413,1,38
30419413,5,-50
30419413,12,144
30419413,2,69
30419413,5,-26
30419413,4,-45
30419413,6,81
30419413,1,64
30419413,3,59
30419413,2,-32
30419413,5,47
30419413,9,36
30419413,3,-13
30419413,13,-40
30419413,6,85
30419413,3,60
30419413,1,-38
30419413,3,157
30419413,9,131
30419413,6,101
30419413,8,-11
30419413,3,90
30419413,1,63
30419413,2,1
30419413,5,-29
30419413,4,48
30419413,1,-59
30419413,2,128
30419413,3,110
30419413,4,80
30419413,9,74
30419413,6,120
30419413,5,91
30419413,8,-3
30419413,3,-37
30419413,9,-35
30419413,5,-39
30419413,1,-51
30419413,1,154
30419413,25,5
30419413,7,49
30419413,1,-20
30419413,5,17
30419413,1,134
30419413,5,55
30419413,11,35
30419413,11,23
114723597,1,78
114723597,1,58
114723597,1,106
114723597,2,82
114723597,1,79
114723597,2,65
114723597,2,77
114723597,8,72
114723597,2,63
114723597,3,62
114723597,1,61
114723597,3,54
114723597,2,53
114723597,9,51
114723597,1,99
114723597,1,92
114723597,1,91
114723597,3,66
38903208,8,7
38903208,41,-31
38903208,25,-40
38903208,1,146
38903208,4,21
38903208,11,-9
38903208,28,-12
38903208,1,-23
38903208,21,-26
38903208,28,-28
38903208,51,-34
38903208,12,6
38903208,17,-6
38903208,26,-48
38903208,11,23
38903208,11,-38
38903208,14,-41
38903208,1,74
38903208,1,54
38903208,6,2
38903208,8,-25
38903208,43,-36
38903208,13,-43
38903208,37,-45
38903208,7,55
38903208,14,18
38903208,6,8
38903208,52,-29
38903208,7,59
38903208,5,17
38903208,5,52
38903208,1,36
38903208,1,33
38903208,23,-32
38903208,25,-35
38903208,31,-46
38903208,38,142
38903208,1,102
38903208,15,16
38903208,13,1
38903208,5,-4
38903208,1,-13
38903208,6,147
38903208,16,60
38903208,37,-11
38903208,63,-30
38903208,6,-44
38903208,8,51
38903208,4,50
38903208,1,-2
38903208,5,-3
38903208,3,-5
38903208,6,143
38903208,24,43
38903208,5,-24
38903208,84,-37
38903208,30,-42
38903208,2,64
38903208,4,-10
38903208,62,-7
38903208,20,-47
38903208,4,100
38903208,22,37
38903208,1,61
38903208,20,0
38903208,1,99
38903208,18,73
38903208,1,24
38903208,55,-33
38903208,20,19
38903208,50,35
38903208,8,3
38903208,6,72
38903208,4,38
38903208,26,-27
38903208,54,-39
38903208,30,-8
38903208,2,-21
185532731,1,126
185532731,1,155
185532731,1,154
185532731,1,144
185532731,1,142
185532731,1,146
185532731,1,143
185532731,1,123
185532731,1,148
185532731,1,145
185532731,1,140
185532731,1,128
185532731,2,156
185532731,1,150
69975073,8,19
69975073,1,2
69975073,5,-5
69975073,1,42
69975073,20,17
69975073,5,-3
69975073,3,46
69975073,6,-7
69975073,1,22
69975073,1,117
69975073,2,70
69975073,6,-4
69975073,1,14
69975073,8,13
69975073,4,3
69975073,2,81
69975073,1,71
69975073,1,65
69975073,4,33
69975073,5,18
69975073,4,-9
69975073,2,62
69975073,4,10
69975073,7,9
69975073,10,-6
69975073,2,21
69975073,12,-11
69975073,17,12
69975073,12,11
69975073,1,44
69975073,19,-1
69975073,1,95
69975073,7,61
69975073,3,31
69975073,1,29
69975073,1,7
69975073,2,8
69975073,5,-2
69975073,1,58
69975073,1,45
69975073,3,25
69975073,11,0
69975073,8,-8
69975073,15,-10
69975073,2,63
69975073,1,43
69975073,4,20
69975073,7,16
69975073,10,15
69975073,1,73
69975073,1,47
69975073,1,32
69975073,10,1
20967807,3,64
20967807,2,-26
137053739,1,150
137053739,2,128
137053739,1,124
137053739,5,123
137053739,1,151
137053739,1,138
137053739,1,94
137053739,2,82
137053739,1,153
137053739,1,148
137053739,2,140
137053739,1,132
137053739,1,129
137053739,2,102
137053739,5,83
137053739,4,142
137053739,1,141
137053739,3,133
137053739,1,131
137053739,1,152
137053739,1,110
137053739,13,77
137053739,6,76
137053739,10,139
137053739,1,135
137053739,2,127
137053739,10,122
137053739,1,117
137053739,4,96
137053739,2,143
137053739,3,126
137053739,1,81
137053739,2,80
3801274,2,65
3801274,2,55
3801274,3,42
3801274,1,9
3801274,1,4
3801274,1,-12
3801274,2,115
3801274,3,99
3801274,1,-20
3801274,1,59
3801274,1,54
3801274,25,24
3801274,2,15
3801274,2,-21
3801274,4,126
3801274,2,92
3801274,5,70
3801274,8,-7
3801274,1,-22
3801274,4,-24
3801274,2,-25
3801274,1,119
3801274,5,83
3801274,11,74
3801274,4,62
3801274,3,52
3801274,10,25
3801274,1,5
3801274,1,114
3801274,2,98
3801274,2,6
3801274,3,153
3801274,7,128
3801274,5,32
3801274,3,0
3801274,3,-9
3801274,3,-16
3801274,17,-23
3801274,2,118
3801274,2,38
3801274,1,-8
3801274,3,-32
3801274,24,-42
3801274,3,125
3801274,7,8
3801274,3,20
3801274,11,121
3801274,3,22
75887039,3,155
75887039,8,124
75887039,3,139
75887039,5,71
75887039,12,61
75887039,5,39
75887039,16,15
75887039,10,136
75887039,2,135
75887039,11,69
75887039,2,59
75887039,6,42
75887039,6,16
75887039,1,33
75887039,16,137
75887039,6,37
75887039,3,28
75887039,3,12
75887039,57,11
75887039,6,138
75887039,14,41
75887039,2,35
75887039,2,130
75887039,1,73
75887039,9,21
75887039,3,18
75887039,11,154
75887039,3,134
75887039,19,38
49255967,4,66
49255967,1,28
49255967,7,18
49255967,4,-42
49255967,2,144
49255967,9,-40
49255967,1,148
49255967,8,-5
49255967,2,-22
49255967,27,-50
49255967,3,17
49255967,5,112
49255967,7,109
49255967,1,68
49255967,2,16
49255967,24,4
49255967,5,125
49255967,3,73
49255967,2,13
49255967,8,9
49255967,46,-2
49255967,16,-3
49255967,5,-29
49255967,3,113
49255967,1,46
49255967,34,6
49255967,5,-6
49255967,24,-7
49255967,72,-46
49255967,13,110
49255967,25,5
49255967,2,-12
49255967,1,-17
49255967,1,122
49255967,4,38
49255967,1,2
49255967,9,1
49255967,6,-8
49255967,2,-32
49255967,17,-44
49255967,2,87
49255967,6,3
49255967,22,-1
49255967,3,-25
49255967,30,7
49255967,1,94
49255967,2,-4
49255967,1,-28
49255967,59,-47
49255967,105,-48
49255967,7,143
49255967,8,0
49255967,5,-19
49255967,2,-24
49255967,22,-43
49255967,37,-45
49255967,2,75
49255967,3,150
49255967,2,27
49255967,2,21
49255967,20,12
49255967,5,-34
49255967,2,-36
49255967,1,152
49255967,3,76
49255967,1,47
49255967,5,-39
49255967,66,-49
49255967,3,111
49255967,4,-21
49255967,1,-35
49255967,11,11
49255967,28,8
49255967,20,-23
49255967,7,-37
49255967,1,-38
49255967,3,108
31119116,3,-40
31119116,3,145
31119116,3,132
31119116,1,125
31119116,2,43
31119116,7,-10
31119116,2,74
31119116,3,42
31119116,6,36
31119116,5,-19
31119116,1,96
31119116,1,95
31119116,3,-29
31119116,1,118
31119116,2,44
145325275,45,153
145325275,2,145
145325275,4,126
145325275,58,115
145325275,3,103
145325275,27,102
145325275,6,119
145325275,7,108
145325275,11,107
145325275,3,105
145325275,3,100
145325275,5,101
145325275,16,90
145325275,13,112
145325275,5,95
145325275,20,86
145325275,4,146
145325275,1,139
145325275,3,97
145325275,12,91
145325275,32,154
145325275,1,135
145325275,19,124
145325275,7,117
145325275,9,98
145325275,5,155
145325275,15,152
145325275,7,144
145325275,3,134
145325275,10,109
145325275,21,88
145325275,6,157
145325275,11,151
145325275,1,94
145325275,4,93
145325275,8,156
145325275,6,131
145325275,3,121
145325275,44,114
145325275,24,89
145325275,25,87
145325275,10,133
145325275,8,122
145325275,8,113
145325275,4,111
145325275,1,104
145325275,9,143
145325275,7,136
145325275,4,116
145325275,11,96
145325275,2,142
145325275,3,140
145325275,3,127
145325275,3,120
145325275,8,106
145325275,2,99
145325275,1,137
145325275,4,129
145325275,10,92
145325275,5,150
145325275,2,130
145325275,2,125
145325275,9,118
145325275,13,110
96768601,35,100
96768601,44,64
96768601,68,78
96768601,87,119
96768601,106,108
96768601,37,86
96768601,210,57
96768601,1,46
96768601,6,135
96768601,95,117
96768601,67,113
96768601,88,110
96768601,6,38
96768601,6,132
96768601,43,126
96768601,61,74
96768601,83,60
96768601,3,152
96768601,155,105
96768601,36,109
96768601,4,40
96768601,33,99
96768601,10,148
96768601,25,141
96768601,7,138
96768601,27,128
96768601,45,122
96768601,71,102
96768601,7,153
96768601,6,131
96768601,22,82
96768601,78,61
96768601,3,133
96768601,67,70
96768601,17,76
96768601,6,39
96768601,59,81
96768601,48,66
96768601,90,56
96768601,20,83
96768601,3,137
96768601,142,69
96768601,3,147
96768601,33,118
96768601,108,104
96768601,39,71
96768601,1,156
96768601,63,90
96768601,83,52
96768601,64,111
96768601,57,116
96768601,80,107
96768601,26,124
96768601,6,139
96768601,48,123
96768601,40,88
96768601,77,79
96768601,8,146
96768601,17,84
96768601,60,73
96768601,90,103
96768601,18,125
96768601,85,115
96768601,24,80
96768601,54,55
96768601,105,48
96768601,28,142
96768601,8,130
96768601,73,92
96768601,18,155
96768601,79,67
96768601,30,87
96768601,217,106
96768601,35,143
96768601,37,94
96768601,28,95
96768601,79,49
96768601,14,144
96768601,110,63
96768601,87,50
96768601,24,97
96768601,124,68
96768601,40,65
96768601,101,53
96768601,125,54
96768601,57,101
96768601,17,129
96768601,11,98
96768601,5,157
96768601,10,134
96768601,83,91
96768601,38,85
96768601,10,28
96768601,6,149
96768601,36,127
96768601,88,114
96768601,52,96
96768601,74,89
96768601,28,72
96768601,8,140
96768601,11,145
96768601,65,112
96768601,54,77
96768601,86,51
96768601,6,151
96768601,95,93
96768601,97,120
96768601,124,62
96768601,2,150
96768601,71,58
96768601,70,121
96768601,11,136
96768601,37,75
96768601,64,59
96768601,15,154
23564515,1,25
23564515,3,-9
23564515,1,-17
23564515,1,-21
23564515,2,-27
23564515,3,-28
23564515,10,-31
23564515,1,-43
23564515,5,11
23564515,9,-20
23564515,8,-30
23564515,4,-32
23564515,2,-44
23564515,13,-29
155358782,2,154
155358782,8,151
155358782,5,147
155358782,6,145
155358782,5,129
155358782,9,110
155358782,11,96
155358782,3,156
155358782,6,106
155358782,2,98
155358782,6,136
155358782,3,135
155358782,7,139
155358782,3,138
155358782,22,131
155358782,2,125
155358782,13,121
155358782,1,116
155358782,8,109
155358782,1,108
155358782,4,146
155358782,5,150
155358782,4,142
155358782,3,120
155358782,13,153
155358782,1,119
155358782,6,97
155358782,8,137
155358782,11,149
155358782,6,144
155358782,8,141
155358782,5,140
155358782,5,134
155358782,4,133
155358782,7,132
155358782,7,157
155358782,5,152
155358782,5,148
155358782,13,143
155358782,3,130
155358782,3,127
155358782,5,114
155358782,21,105
155358782,1,155
155358782,2,104
13585181,8,14
13585181,2,0
13585181,3,108
13585181,3,99
13585181,6,36
13585181,1,-15
13585181,4,-31
13585181,3,-33
13585181,7,-34
13585181,10,153
13585181,1,119
13585181,2,48
13585181,3,51
13585181,6,47
13585181,7,20
13585181,4,3
13585181,2,-46
13585181,12,98
13585181,4,74
13585181,4,57
13585181,2,-48
13585181,6,10
13585181,1,-16
13585181,11,143
13585181,2,102
13585181,2,39
13585181,8,21
13585181,4,-1
13585181,18,-40
13585181,9,138
13585181,5,137
13585181,6,27
13585181,2,59
13585181,6,38
13585181,3,-4
13585181,1,-22
13585181,1,135
13585181,4,121
13585181,12,76
13585181,20,-8
13585181,7,104
13585181,8,94
13585181,3,79
13585181,10,-24
13585181,16,73
13585181,2,56
13585181,9,1
63784762,1,-5
63784762,7,-16
63784762,4,106
63784762,27,95
63784762,6,26
63784762,8,105
63784762,1,104
63784762,1,57
63784762,10,-17
63784762,3,-43
63784762,1,149
63784762,15,112
63784762,11,111
63784762,4,10
63784762,12,-49
63784762,1,99
63784762,4,64
63784762,3,21
63784762,1,75
63784762,1,-15
63784762,3,121
63784762,5,56
63784762,4,11
63784762,2,94
63784762,13,25
63784762,4,19
63784762,13,48
63784762,6,12
63784762,10,-47
63784762,1,23
63784762,7,20
63784762,1,16
63784762,2,123
63784762,8,97
63784762,1,63
63784762,15,49
63784762,2,72
63784762,7,52
63784762,19,50
63784762,13,-48
63784762,3,114
63784762,4,-18
63784762,1,-22
63784762,6,47
63784762,2,1
63784762,1,96
63784762,10,93
63784762,1,51
63784762,5,45
63784762,8,24
63784762,5,122
63784762,1,113
63784762,2,108
63784762,1,102
63784762,8,30
63784762,10,3
63784762,11,29
63784762,3,-44
63784762,5,139
63784762,2,92
63784762,2,61
63784762,2,7
63784762,7,2
63784762,1,103
63784762,2,22
63784762,3,17
71247996,6,42
71247996,25,134
71247996,7,99
71247996,12,79
71247996,1,31
71247996,1,132
71247996,7,123
71247996,1,40
71247996,5,103
71247996,4,32
71247996,2,-8
71247996,3,152
71247996,3,141
71247996,13,121
71247996,1,89
71247996,4,85
71247996,1,82
71247996,1,56
71247996,3,135
71247996,21,48
71247996,7,95
71247996,5,137
71247996,1,153
71247996,6,151
71247996,1,143
71247996,2,101
71247996,2,120
71247996,3,116
71247996,3,114
71247996,2,22
71247996,3,-5
71247996,7,125
71247996,3,119
71247996,7,100
71247996,2,86
71247996,6,78
71247996,2,66
71247996,20,49
71247996,9,142
71247996,18,133
71247996,5,107
71247996,1,39
71247996,20,-9
71247996,4,144
71247996,5,84
71247996,2,46
71247996,6,81
71247996,6,44
71247996,3,106
71247996,4,145
71247996,6,140
71247996,5,113
71247996,20,124
71247996,14,80
71247996,1,51
71247996,1,57
71247996,3,43
71247996,3,21
71247996,3,50
71247996,1,23
71247996,10,136
71247996,12,62
71247996,24,59
71247996,1,97
71247996,1,90
71247996,4,87
71247996,12,41
71247996,15,34
71247996,18,138
71247996,4,122
71247996,12,98
71247996,4,76
71247996,11,58
71247996,5,96
71247996,2,88
71247996,5,83
55357142,1,81
55357142,3,23
55357142,5,9
55357142,3,0
55357142,2,-27
55357142,1,98
55357142,1,5
55357142,11,-2
55357142,13,-6
55357142,3,-8
55357142,5,-19
55357142,34,-33
55357142,1,108
55357142,4,87
55357142,1,63
55357142,1,13
55357142,4,-3
55357142,5,95
55357142,5,-17
55357142,3,-32
55357142,10,-34
55357142,49,-37
55357142,3,31
55357142,3,69
55357142,1,68
55357142,2,56
55357142,1,24
55357142,2,-15
55357142,2,-16
55357142,2,-23
55357142,1,130
55357142,1,72
55357142,7,6
55357142,2,-10
55357142,5,-35
55357142,5,135
55357142,2,62
55357142,4,11
55357142,4,7
55357142,22,4
55357142,2,145
55357142,9,8
55357142,1,-1
55357142,7,-4
55357142,2,61
7350109,2,39
7350109,2,-13
7350109,1,102
7350109,2,96
7350109,2,18
7350109,3,-18
7350109,4,-44
7350109,1,111
7350109,2,40
58266053,7,14
58266053,2,0
58266053,6,-8
58266053,3,94
58266053,4,48
58266053,1,31
58266053,9,26
58266053,1,16
58266053,10,109
58266053,1,35
58266053,2,-27
58266053,12,12
58266053,1,9
58266053,2,116
58266053,1,60
58266053,9,42
58266053,1,33
58266053,8,28
58266053,7,24
58266053,2,20
58266053,9,17
58266053,70,-9
58266053,14,-15
58266053,4,76
58266053,61,-29
58266053,2,149
58266053,2,81
58266053,8,74
58266053,7,38
58266053,34,-33
58266053,17,-22
58266053,33,-37
58266053,1,115
58266053,13,73
58266053,4,34
58266053,9,3
58266053,1,-19
58266053,1,70
58266053,12,23
58266053,3,21
58266053,2,-11
58266053,29,-16
58266053,8,11
58266053,46,-23
58266053,1,25
58266053,3,-20
58266053,1,145
58266053,5,72
58266053,31,45
58266053,8,18
58266053,5,2
58266053,20,46
58266053,2,4
58266053,10,-18
58266053,15,-30
58266053,8,-32
58266053,14,47
58266053,6,6
58266053,8,1
58266053,4,-17
58266053,15,-36
58266053,14,-1
58266053,2,-4
58266053,20,-25
58266053,26,-21
58266053,13,-24
861214,8,53
861214,7,-17
861214,3,-34
861214,13,-35
861214,3,-36
861214,2,-46
861214,1,128
861214,4,7
861214,1,-6
861214,2,114
861214,1,42
861214,1,41
861214,1,28
861214,11,6
861214,3,-15
861214,3,-42
861214,10,105
861214,1,116
861214,1,9
861214,7,-16
861214,3,-31
861214,2,142
117287184,3,137
117287184,2,115
117287184,1,92
117287184,13,67
117287184,1,148
117287184,1,147
117287184,5,111
117287184,10,57
117287184,3,55
117287184,9,134
117287184,5,108
117287184,7,58
117287184,3,151
117287184,1,114
117287184,6,99
117287184,31,66
117287184,2,63
117287184,10,54
117287184,2,139
117287184,2,132
117287184,4,126
117287184,1,122
117287184,2,119
117287184,23,98
117287184,17,70
117287184,2,72
117287184,1,146
117287184,5,130
117287184,2,118
117287184,11,103
117287184,1,100
117287184,1,87
117287184,4,84
117287184,2,68
117287184,10,61
117287184,4,127
117287184,2,117
117287184,1,76
117287184,16,69
117287184,65,65
117287184,8,60
117287184,4,133
117287184,5,128
117287184,7,102
117287184,6,86
117287184,3,85
117287184,1,59
165559833,3,144
165559833,4,145
165559833,1,120
165559833,8,119
165559833,2,111
165559833,2,110
165559833,17,107
165559833,10,156
165559833,1,146
165559833,4,118
165559833,3,149
165559833,1,147
165559833,31,153
165559833,8,152
165559833,2,148
165559833,1,129
165559833,5,127
165559833,1,122
165559833,1,155
165559833,7,154
15878421,6,86
15878421,12,80
15878421,7,79
15878421,23,33
15878421,9,-15
15878421,6,-27
15878421,8,151
15878421,8,75
15878421,4,58
15878421,12,32
15878421,13,16
15878421,11,-21
15878421,1,119
15878421,2,128
15878421,1,123
15878421,2,88
15878421,8,56
15878421,19,38
15878421,22,34
15878421,1,29
15878421,1,135
15878421,4,59
15878421,1,18
15878421,3,17
15878421,11,-20
15878421,5,-29
15878421,7,-35
15878421,4,144
15878421,1,82
15878421,4,69
15878421,7,67
15878421,5,-23
15878421,1,126
15878421,2,125
15878421,1,83
15878421,40,39
15878421,17,-17
15878421,9,-37
15878421,3,143
15878421,1,124
15878421,11,35
15878421,1,-33
15878421,18,146
15878421,1,103
15878421,4,66
15878421,4,48
15878421,14,36
15878421,1,-12
15878421,11,-24
15878421,1,-30
15878421,2,150
15878421,1,99
15878421,8,57
15878421,12,-26
15878421,1,-34
15878421,6,-36
15878421,1,139
15878421,6,142
15878421,6,94
15878421,38,77
15878421,1,-9
15878421,21,-22
15878421,7,-25
15878421,13,-28
15878421,6,152
15878421,3,95
15878421,6,68
15878421,1,19
15878421,28,15
15878421,29,145
15878421,1,73
15878421,9,50
15878421,10,37
15878421,12,-18
15878421,13,-39
15878421,24,141
15878421,6,87
15878421,6,85
15878421,4,55
15878421,4,47
15878421,17,30
15878421,5,28
15878421,1,157
15878421,19,31
15878421,1,2
15878421,4,-14
15878421,4,153
15878421,13,78
15878421,11,74
15878421,15,49
15878421,3,-11
15878421,7,-13
15878421,2,-16
15878421,12,-19
15878421,3,98
15878421,4,-32
15878421,6,-38
15878421,4,-31
15878421,11,140
15878421,5,102
15878421,6,97
15878421,1,24
15878421,16,14
15878421,2,155
47934555,1,25
47934555,1,22
47934555,3,10
47934555,8,-29
47934555,5,-30
47934555,12,-50
47934555,6,119
47934555,2,26
47934555,7,-49
41897757,1,-36
41897757,2,-5
41897757,1,-7
41897757,15,-45
41897757,4,-44
41897757,19,-47
41897757,3,51
41897757,2,-1
41897757,2,-10
41897757,2,-11
41897757,7,-49
41897757,1,-64
41897757,2,40
41897757,9,-14
41897757,16,-48
41897757,2,60
41897757,1,18
41897757,17,-13
41897757,1,-46
41897757,2,140
41897757,1,-17
41897757,6,-40
41897757,2,-15
41897757,2,-41
41897757,18,-8
41897757,3,-43
41897757,1,-50
41897757,9,-12
8732247,1,-12
8732247,1,-35
8732247,1,30
8732247,3,21
8732247,1,-25
8732247,1,93
8732247,2,-34
8732247,2,143
8732247,5,135
8732247,3,105
8732247,1,-21
8732247,1,-29
8732247,1,145
8732247,3,142
8732247,3,106
8732247,1,13
8732247,3,-7
8732247,1,144
8732247,1,95
8732247,3,-1
8732247,1,140
8732247,5,104
8732247,2,62
8732247,2,24
8732247,1,-5
8732247,4,-19
8732247,1,-28
8732247,1,-33
8732247,1,141
8732247,1,139
8732247,3,137
8732247,1,7
8732247,7,0
8732247,4,-20
154233527,1,149
154233527,13,135
154233527,1,123
154233527,3,106
154233527,4,104
154233527,4,96
154233527,15,95
154233527,3,138
154233527,3,137
154233527,1,132
154233527,7,105
154233527,2,93
92945722,1,121
92945722,2,99
92945722,2,76
92945722,3,63
92945722,7,61
92945722,5,56
92945722,11,53
92945722,20,51
92945722,3,50
92945722,17,22
92945722,1,156
92945722,1,139
92945722,1,122
92945722,1,101
92945722,1,74
92945722,5,54
92945722,14,41
92945722,1,79
92945722,2,30
92945722,1,153
92945722,5,86
92945722,7,52
92945722,1,44
92945722,3,148
92945722,15,107
92945722,2,98
92945722,5,38
92945722,7,31
92945722,7,24
92945722,3,109
92945722,6,97
92945722,1,71
92945722,3,124
92945722,1,88
92945722,3,72
92945722,5,64
92945722,57,40
92945722,10,26
92945722,18,108
92945722,31,46
92945722,11,34
92945722,1,145
92945722,2,85
92945722,7,45
92945722,2,55
92945722,8,47
92945722,19,23
92945722,1,123
92945722,4,106
92945722,1,75
92945722,13,60
92945722,5,33
92945722,6,28
92945722,1,128
92945722,1,118
92945722,2,110
92945722,11,62
92945722,2,59
92945722,4,48
92945722,8,27
92945722,1,25
92945722,10,111
92945722,3,96
92945722,2,70
92945722,1,127
92945722,2,112
92945722,1,103
92945722,5,102
92945722,6,87
92945722,5,66
92945722,1,57
92945722,30,35
92945722,4,29
92945722,2,132
92945722,3,82
92945722,2,67
92945722,11,43
92945722,15,36
92945722,1,138
92945722,2,105
92945722,1,104
92945722,13,91
92945722,14,83
92945722,15,49
92945722,23,42
92945722,10,39
15168264,1,149
15168264,8,68
15168264,10,-39
15168264,2,-5
15168264,2,151
15168264,2,138
15168264,2,-57
15168264,8,-36
15168264,1,2
15168264,4,-37
15168264,3,-40
15168264,2,102
15168264,5,90
15168264,4,-3
15168264,4,-14
15168264,1,-17
15168264,23,-28
15168264,1,40
15168264,3,5
15168264,11,-38
15168264,1,114
15168264,1,54
15168264,7,-25
15168264,1,85
15168264,1,82
15168264,2,79
15168264,1,-15
15168264,15,-42
15168264,5,-50
15168264,1,140
15168264,1,35
15168264,1,-8
15168264,3,-32
15168264,1,152
15168264,2,117
15168264,1,116
15168264,12,-27
15168264,14,-43
15168264,12,-46
15168264,1,-16
15168264,14,-35
15168264,2,84
15168264,1,6
15168264,2,-12
15168264,4,-26
15168264,7,-30
15168264,21,-45
15168264,1,153
15168264,1,115
15168264,1,111
15168264,2,70
15168264,3,-9
15168264,25,-29
15168264,1,-55
15168264,6,-6
15168264,2,-19
15168264,1,89
15168264,1,87
15168264,2,86
15168264,2,17
15168264,1,16
15168264,1,10
15168264,10,-33
15168264,7,-41
15168264,2,-48
15168264,1,92
15168264,1,4
15168264,1,-2
15168264,2,-4
15168264,43,-44
15168264,6,-49
15168264,2,80
15168264,2,69
15168264,3,-22
15168264,8,-31
42906885,1,79
42906885,27,-11
42906885,3,-19
42906885,1,-23
42906885,1,102
42906885,5,52
42906885,20,3
42906885,15,57
42906885,1,138
42906885,3,69
42906885,9,-20
42906885,8,13
42906885,11,-7
42906885,1,-44
42906885,7,81
42906885,3,53
42906885,19,38
42906885,4,34
42906885,9,14
42906885,1,73
42906885,3,78
42906885,8,12
42906885,31,11
42906885,7,9
42906885,1,91
42906885,1,43
42906885,10,2
42906885,11,-3
42906885,4,140
42906885,4,55
42906885,28,7
42906885,26,6
42906885,4,-1
42906885,2,151
42906885,16,-25
42906885,12,-50
42906885,2,154
42906885,40,59
42906885,16,47
42906885,4,25
42906885,5,-27
42906885,13,-26
42906885,11,31
42906885,9,82
42906885,1,76
42906885,27,56
42906885,14,54
42906885,5,36
42906885,3,42
42906885,11,41
42906885,9,22
42906885,16,-16
42906885,1,-46
42906885,2,63
42906885,4,30
42906885,7,-33
42906885,1,148
42906885,10,62
42906885,9,-5
42906885,4,72
42906885,7,-10
42906885,14,-12
42906885,41,15
42906885,2,70
42906885,9,45
42906885,22,44
42906885,11,37
42906885,5,27
42906885,7,-15
42906885,1,-47
42906885,4,67
42906885,57,18
42906885,6,8
42906885,18,4
42906885,14,-6
42906885,4,68
42906885,9,20
42906885,5,-30
42906885,10,-31
42906885,8,-37
42906885,1,114
42906885,4,26
42906885,13,-18
42906885,4,-32
42906885,1,-42
42906885,1,86
42906885,7,40
42906885,13,35
42906885,35,19
42906885,3,-2
42906885,18,-21
42906885,1,101
42906885,7,5
42906885,12,-9
42906885,1,150
42906885,4,92
42906885,19,46
42906885,36,1
42906885,46,-14
42906885,4,-49
42906885,7,66
42906885,29,60
42906885,16,48
42906885,15,29
42906885,12,0
42906885,8,24
42906885,1,21
42906885,17,16
42906885,11,10
42906885,14,-8
42906885,3,74
42906885,34,17
42906885,16,-17
42906885,4,-24
42906885,2,-51
42906885,10,50
42906885,16,33
42906885,2,146
42906885,1,113
42906885,2,77
42906885,3,51
42906885,10,-4
42906885,3,64
42906885,26,-13
42906885,4,28
692508,1,139
692508,3,36
692508,1,-30
692508,1,138
692508,3,27
692508,1,3
692508,1,-1
692508,1,66
692508,1,149
692508,12,38
692508,7,33
692508,1,-35
692508,1,-47
692508,3,102
692508,2,34
692508,2,-25
692508,2,-19
692508,1,86
692508,4,75
